novo_nome;nome_original;fonte;categoria;descricao;palavras_chave;ambiente;objetos;estilo;iluminacao;pessoas;usos;observacoes
closet-pet-toalhas-enroladas-cama-cachorro-cesta-madeira-verde.jpg;IMG_0085.CR3;raw-preview;Pets;Nicho de amenities pet-friendly com parede verde: toalhas enroladas em tons coral, azul e branco listrado sobre prateleira, cesta de madeira com cama/cobertor verde-escuro para cachorro, almofada estampada, espelho grande refletindo jardim através de porta aberta ao fundo, comedouro/bebedouro azul sobre tapete no piso de madeira, dispenser amarelo pendurado na maçaneta da porta.;pet friendly, closet pet, toalhas enroladas, cama de cachorro, cesta de madeira, espelho, comedouro pet, bebedouro, tapete, porta aberta, jardim, piso de madeira, parede verde, amenities, hospitalidade pet, dispenser saquinho, nicho, sem pessoas, sem pet visivel, detalhe interior;Nicho/closet de amenities pet dentro de area de hospedagem;toalhas enroladas, cesta de madeira, cama para cachorro, almofada estampada, espelho, comedouro/bebedouro pet, tapete de piso, dispenser de saquinho, porta aberta, piso de madeira;Rustico-aconchegante, tons verde-salvia e madeira natural;Luz natural entrando pela porta aberta ao fundo, interior com iluminacao ambiente suave;nenhuma;post sobre pet-friendly, story detalhe de hospitalidade, carrossel amenities para pets, site pagina pet friendly;Boa nitidez, enquadramento levemente angulado, sem pessoas ou pets na cena
closet-pet-toalhas-cesta-madeira-varal-teto-vista-jardim.jpg;IMG_0086.CR3;raw-preview;Pets;Mesma area de amenities pet vista de posicao mais afastada, mostrando teto com varal/cano branco e moldura de gesso, prateleira com toalhas enroladas coral/azul/branco, cesta de madeira com cama para cachorro, espelho grande refletindo o jardim pela porta aberta, comedouro azul sobre tapete, dispenser amarelo na maçaneta.;pet friendly, closet pet, toalhas enroladas, cama de cachorro, cesta de madeira, varal teto, espelho, comedouro pet, tapete, porta aberta, jardim, piso de madeira, parede verde, moldura gesso, amenities, hospitalidade pet, nicho, sem pessoas, detalhe interior, enquadramento amplo;Nicho/closet de amenities pet;varal/cano de teto, toalhas enroladas, cesta de madeira, cama para cachorro, espelho, comedouro pet, tapete, porta aberta, piso de madeira, moldura de gesso;Rustico-aconchegante, verde-salvia e madeira;Luz natural pela porta ao fundo, interior com luz ambiente;nenhuma;post pet-friendly, detalhe de estrutura de amenities, site pagina de pets;Enquadramento mais amplo que a foto anterior, boa nitidez, sem pessoas ou pets
suite-cama-casal-colcha-azul-cabeceira-ferro-criados-mudos.jpg;IMG_0087.CR3;raw-preview;Suítes & Quartos;Suite com cama de casal grande, colcha e almofadas em azul petroleo matelasse, dois travesseiros brancos, cabeceira de ferro/metal rustica, dois criados-mudos brancos com tampo de madeira e luminarias abajur amarelo-mostarda, controle remoto sobre o criado-mudo esquerdo, aquecedor a oleo portatil no canto esquerdo, parede verde-salvia, piso de madeira.;suite, quarto de hospedagem, cama de casal, colcha azul, cabeceira de ferro, travesseiros brancos, criado-mudo, luminaria abajur, controle remoto, aquecedor a oleo, parede verde, piso de madeira, decoracao quarto, enquadramento frontal, sem pessoas, hospedagem, cores azul e verde, interior aconchegante;Quarto/suite de hospedagem;cama de casal, colcha azul matelasse, travesseiros brancos, cabeceira de ferro, criado-mudo, luminaria abajur, controle remoto, aquecedor a oleo, piso de madeira;Contemporaneo aconchegante, paleta verde e azul com madeira;Luz artificial ambiente, sem arandelas acesas, tom levemente quente;nenhuma;post apresentacao de suite, site galeria de quartos, anuncio em plataforma de reservas, carrossel suites;Boa nitidez, enquadramento frontal centralizado, quadro decorativo parcialmente cortado no canto superior esquerdo
suite-cama-casal-colcha-azul-cabeceira-ferro-enquadramento-amplo.jpg;IMG_0088.CR3;raw-preview;Suítes & Quartos;Mesma suite com cama de casal, colcha e almofadas azul petroleo, cabeceira de ferro, dois criados-mudos com luminarias amarelas, aquecedor a oleo a esquerda, enquadramento mais amplo mostrando toda a cabeceira e parte da parede verde-salvia, quadro decorativo parcialmente visivel no canto superior esquerdo.;suite, quarto de hospedagem, cama de casal, colcha azul, cabeceira de ferro, criado-mudo, luminaria abajur, aquecedor a oleo, parede verde, piso de madeira, decoracao quarto, enquadramento amplo, sem pessoas, hospedagem, quadro decorativo, interior aconchegante;Quarto/suite de hospedagem;cama de casal, colcha azul matelasse, cabeceira de ferro, criado-mudo, luminaria abajur, aquecedor a oleo, quadro decorativo, piso de madeira;Contemporaneo aconchegante, verde e azul com madeira;Luz artificial ambiente, tom levemente quente, sem arandelas acesas;nenhuma;site galeria de quartos, post apresentacao de suite, anuncio em plataforma de reservas;Boa nitidez, muito semelhante a foto anterior com leve variacao de enquadramento/zoom, possivel frame redundante
suite-tematica-viagem-quadros-cidades-nova-york-veneza-arandelas.jpg;IMG_0089.CR3;raw-preview;Suítes & Quartos;Suite tematica com decoracao de viagem: quadros emoldurados de cidades do mundo (Nova York, 'Explore More' com globo, Veneza com gondola, Paris parcial) na parede verde-salvia, tres arandelas de parede acesas, cama de casal com colcha azul petroleo e travesseiros brancos, cabeceira de ferro, dois criados-mudos com luminarias amarelas e itens pessoais (controle remoto, cinzeiro, vela).;suite tematica, decoracao viagem, quadros de cidades, nova york, veneza, explore more, arandela de parede, cama de casal, colcha azul, cabeceira de ferro, criado-mudo, luminaria abajur, controle remoto, cinzeiro, parede verde, sem pessoas, hospedagem tematica;Quarto/suite tematica de viagem;quadros de cidades, arandela de parede, cama de casal, colcha azul, cabeceira de ferro, criado-mudo, luminaria abajur, controle remoto, cinzeiro;Tematico viagem/turismo, paleta verde-salvia, azul e madeira;Arandelas de parede acesas complementando luz ambiente, tom quente;nenhuma;post suite tematica, site galeria de quartos diferenciados, carrossel decoracao de suites, reels detalhe de decoracao;Boa nitidez, quadro no canto superior direito parcialmente cortado pelo enquadramento
suite-tematica-viagem-cortina-londres-quadros-mundo-vista-ampla.jpg;IMG_0090.CR3;raw-preview;Suítes & Quartos;Suite tematica de viagem em angulo mais aberto, mostrando parede com quadros de Nova York, Paris, 'Explore More' e Veneza, arandelas acesas, cortina estampada com tema Londres (onibus, cabines telefonicas, guardas reais) do lado direito, cama de casal com colcha azul e cabeceira de ferro, aquecedor a oleo no canto, dois criados-mudos com luminarias.;suite tematica, decoracao viagem, cortina londres, quadros de cidades, nova york, paris, veneza, arandela de parede, cama de casal, colcha azul, cabeceira de ferro, aquecedor a oleo, criado-mudo, luminaria abajur, sem pessoas, hospedagem tematica;Quarto/suite tematica de viagem;cortina estampada Londres, quadros de cidades, arandela de parede, cama de casal, cabeceira de ferro, aquecedor a oleo, criado-mudo, luminaria abajur;Tematico viagem/turismo, paleta verde-salvia, azul e madeira;Arandelas acesas, luz ambiente quente;nenhuma;post suite tematica, site galeria de quartos, carrossel decoracao tematica, material comercial de vendas;Boa nitidez, angulo levemente lateral mostrando mais da parede e da cortina
suite-tematica-viagem-cantinho-leitura-poltrona-azul-puff-vermelho.jpg;IMG_0091.CR3;raw-preview;Suítes & Quartos;Cantinho de estar dentro da suite tematica de viagem: poltrona capitone azul-turquesa, puff redondo vermelho felpudo, mesa lateral de madeira com livros e objeto decorativo, aquecedor a oleo, criado-mudo branco com luminaria abajur amarela, cortina estampada tema Londres, quadros emoldurados de Lisboa, Australia, Nova York e Paris na parede verde-salvia, arandelas acesas.;suite tematica, cantinho de leitura, poltrona capitone, puff felpudo, mesa lateral madeira, livros, aquecedor a oleo, criado-mudo, luminaria abajur, cortina londres, quadros de cidades, lisboa, australia, arandela de parede, sem pessoas, decoracao vintage;Cantinho de estar dentro de suite tematica de viagem;poltrona capitone, puff felpudo vermelho, mesa lateral de madeira, livros, aquecedor a oleo, criado-mudo, luminaria abajur, cortina estampada, quadros de cidades;Tematico viagem/turismo, toque vintage-colorido;Arandelas de parede acesas, luz ambiente quente;nenhuma;post detalhe de decoracao, site galeria de suites, carrossel cantinho de leitura, reels tour pela suite;Boa nitidez, composicao de canto de quarto, sem pessoas na cena
suite-tema-viagem-cantinho-leitura-poltrona-azul-puff-vermelho.jpg;IMG_0092.CR3;raw-preview;Suítes & Quartos;Cantinho de estar dentro de suíte com decoração temática de viagem: poltrona estofada azul-turquesa com botões (capitonê), puff redondo felpudo vermelho, mesa lateral branca com pernas de madeira e dois livros + objeto decorativo em cima, aquecedor elétrico portátil preto ao lado, criado-mudo branco com abajur de cúpula mostarda, controles remotos e um porta-vela/cinzeiro sobre ele. Parede verde-sálvia com quatro quadros pequenos de destinos de viagem (Lisboa, Austrália, Nova York, Paris) e duas arandelas acesas. Cortina com estampa temática de Londres (bandeira do Reino Unido, guardas reais, táxi preto, dizeres 'Welcome to London').;suite, quarto, cantinho-leitura, poltrona-azul-turquesa, puff-vermelho, mesa-lateral, livros, aquecedor-portatil, criado-mudo, abajur-mostarda, luminaria, quadro-decorativo, tema-viagem, cortina-londres, parede-verde-salvia, piso-vinilico-madeirado, controle-remoto, arandela, decoracao-vintage, ambiente-vazio, sem-pessoas, interior;Suíte temática de viagem - cantinho de estar;poltrona azul-turquesa estofada, puff redondo vermelho felpudo, mesa lateral de madeira branca, livros, objeto decorativo pequeno, aquecedor elétrico portátil, criado-mudo branco, abajur cúpula mostarda, controles remotos, porta-vela/cinzeiro, quadros decorativos de viagem, arandelas de parede, cortina estampada de Londres;decoração temática de viagem, toque vintage-pop, paleta verde-sálvia com azul-turquesa e vermelho;luz artificial quente (arandelas e abajur acesos), ambiente interno, sem luz natural direta visível;nenhuma;site, redes sociais, material institucional, divulgação de suíte temática, apresentação comercial;Ambiente vazio, sem hóspedes. Boa nitidez, sem distrações relevantes.
suite-tema-viagem-tv-frigobar-vinho-cabideiro.jpg;IMG_0093.CR3;raw-preview;Suítes & Quartos;Área de TV e frigobar da mesma suíte temática de viagem. Cabideiro branco de pé ao fundo, quadro vintage 'Chicago World's Fair' na parede, frigobar branco (marca Midea) com uma garrafa de vinho e uma taça sobre ele, aparador/console branco com tampo de madeira e três gavetas, TV de tela plana preta fixada na parede acima do aparador, cartões com QR code e pacote de salgadinho sobre o móvel, tomada 110V visível na parede.;suite, quarto, tv-parede, frigobar, minibar, vinho, taca-de-vinho, garrafa-de-vinho, aparador, console-madeira, gaveta, cabideiro-branco, quadro-vintage, chicago, qr-code, salgadinho, tomada-110v, parede-verde-salvia, piso-vinilico-madeirado, tema-viagem, sem-pessoas, ambiente-vazio, interior;Suíte temática de viagem - área de TV e frigobar;TV de parede preta, frigobar branco Midea, taça de vinho, garrafa de vinho, aparador branco com tampo de madeira, cabideiro branco de pé, quadro vintage Chicago World's Fair, cartão QR code, pacote de salgadinho, tomada elétrica 110V;decoração temática de viagem, toque vintage-pop, parede verde-sálvia;luz natural indireta pela janela lateral, ambiente interno;nenhuma;site, redes sociais, material institucional, divulgação de suíte, conferência de amenities;Ambiente vazio, sem hóspedes. Enquadramento mais aberto que o frame seguinte (IMG_0094), praticamente a mesma composição.
suite-tema-viagem-tv-frigobar-vinho-close.jpg;IMG_0094.CR3;raw-preview;Suítes & Quartos;Mesma área de TV e frigobar da suíte temática de viagem, em enquadramento mais fechado/centralizado. Cabideiro branco, quadro vintage 'Chicago World's Fair', frigobar branco com taça e garrafa de vinho, aparador branco com tampo de madeira e gavetas, TV preta fixada na parede, cartões com QR code sobre o móvel, tomada 110V visível.;suite, quarto, tv-parede, frigobar, minibar, vinho, taca-de-vinho, garrafa-de-vinho, aparador, console-madeira, gaveta, cabideiro-branco, quadro-vintage, chicago, qr-code, tomada-110v, parede-verde-salvia, piso-vinilico-madeirado, tema-viagem, enquadramento-fechado, sem-pessoas, ambiente-vazio;Suíte temática de viagem - área de TV e frigobar;TV de parede preta, frigobar branco Midea, taça de vinho, garrafa de vinho, aparador branco com tampo de madeira, cabideiro branco de pé, quadro vintage Chicago World's Fair, cartão QR code, tomada elétrica 110V;decoração temática de viagem, toque vintage-pop, parede verde-sálvia;luz natural indireta pela janela lateral, ambiente interno;nenhuma;site, redes sociais, material institucional, divulgação de suíte;Quase idêntica ao frame anterior (IMG_0093), variação de enquadramento/distância - possível frame redundante para escolha posterior.
suite-tema-viagem-cama-casal-azul-petroleo-quadros-mundo.jpg;IMG_0095.CR3;raw-preview;Suítes & Quartos;Quarto da suíte com cama de casal montada, cabeceira de metal escuro tipo grade, roupa de cama azul-petróleo com almofadas brancas por baixo e azul-petróleo por cima, dois criados-mudos brancos idênticos com abajures de cúpula mostarda, um com aquecedor elétrico preto ao lado. Parede verde-sálvia com quadros temáticos de destinos (Nova York, Paris, 'Explore More' com globo, Veneza) e três arandelas acesas. Janela lateral com cortina estampada temática de Londres.;suite, quarto, cama-de-casal, cabeceira-metal, roupa-de-cama-azul-petroleo, almofadas-brancas, criado-mudo-branco, abajur-mostarda, luminaria, quadro-decorativo, nova-york, paris, veneza, globo, explore-more, cortina-londres, aquecedor-portatil, arandela, parede-verde-salvia, piso-vinilico-madeirado, tema-viagem, sem-pessoas, ambiente-vazio, interior;Suíte temática de viagem - quarto/cama de casal;cama de casal com cabeceira de metal, colcha/edredom azul-petróleo, almofadas brancas e azuis, dois criados-mudos brancos, abajures cúpula mostarda, aquecedor elétrico portátil, quadros decorativos (Nova York, Paris, Veneza, globo), arandelas de parede, cortina estampada de Londres;decoração temática de viagem, toque vintage-pop, paleta verde-sálvia com azul-petróleo;luz artificial quente das arandelas e abajures acesos, janela ao fundo estourada (alta claridade);nenhuma;site, redes sociais, anúncios, material comercial, divulgação de suíte;"Ambiente vazio, sem hóspedes. Boa nitidez; janela ao fundo com estouro de luz (alto contraste)."
suite-tema-viagem-cama-casal-azul-petroleo-quadros-mundo-02.jpg;IMG_0096.CR3;raw-preview;Suítes & Quartos;Mesma cena de quarto com cama de casal e roupa de cama azul-petróleo, cabeceira de metal, criados-mudos brancos com abajures mostarda, quadros de destinos (Nova York, Paris, Veneza, globo 'Explore More'), arandelas acesas, cortina estampada de Londres na janela, aquecedor elétrico preto no canto esquerdo. Enquadramento praticamente idêntico ao frame anterior, com leve variação de ângulo/exposição — janela mostra reflexos coloridos (rosa/azul) em vez de estouro total de luz.;suite, quarto, cama-de-casal, cabeceira-metal, roupa-de-cama-azul-petroleo, almofadas-brancas, criado-mudo-branco, abajur-mostarda, quadro-decorativo, nova-york, paris, veneza, globo, cortina-londres, aquecedor-portatil, arandela, parede-verde-salvia, tema-viagem, variacao-exposicao, frame-repetido, sem-pessoas, ambiente-vazio;Suíte temática de viagem - quarto/cama de casal;cama de casal com cabeceira de metal, colcha azul-petróleo, almofadas brancas e azuis, dois criados-mudos brancos, abajures cúpula mostarda, aquecedor elétrico portátil, quadros decorativos de destinos, arandelas de parede, cortina estampada de Londres;decoração temática de viagem, toque vintage-pop, paleta verde-sálvia com azul-petróleo;luz artificial quente das arandelas e abajures, reflexos coloridos na janela ao fundo;nenhuma;site, redes sociais, material comercial, divulgação de suíte;Frame muito semelhante a IMG_0095 e aos dois seguintes (IMG_0097, IMG_0098) - possível sequência/bracketing da mesma composição para escolha da melhor exposição.
suite-tema-viagem-cama-casal-azul-petroleo-quadros-mundo-03.jpg;IMG_0097.CR3;raw-preview;Suítes & Quartos;Repetição da mesma cena de quarto com cama de casal azul-petróleo, cabeceira de metal, criados-mudos brancos com abajures mostarda, quadros de destinos (Nova York, Paris, Veneza, globo), arandelas acesas, cortina estampada de Londres, aquecedor preto no canto. Composição e ângulo praticamente idênticos aos frames anteriores da mesma sequência.;suite, quarto, cama-de-casal, cabeceira-metal, roupa-de-cama-azul-petroleo, almofadas-brancas, criado-mudo-branco, abajur-mostarda, quadro-decorativo, nova-york, paris, veneza, globo, cortina-londres, aquecedor-portatil, arandela, parede-verde-salvia, tema-viagem, variacao-exposicao, frame-repetido, sem-pessoas, ambiente-vazio;Suíte temática de viagem - quarto/cama de casal;cama de casal com cabeceira de metal, colcha azul-petróleo, almofadas brancas e azuis, dois criados-mudos brancos, abajures cúpula mostarda, aquecedor elétrico portátil, quadros decorativos de destinos, arandelas de parede, cortina estampada de Londres;decoração temática de viagem, toque vintage-pop, paleta verde-sálvia com azul-petróleo;luz artificial quente das arandelas e abajures, reflexos coloridos na janela ao fundo;nenhuma;site, redes sociais, material comercial, divulgação de suíte;Frame quase idêntico a IMG_0095, IMG_0096 e IMG_0098 - sequência repetida da mesma composição, provável bracketing/burst.
suite-tema-viagem-cama-casal-azul-petroleo-quadros-mundo-04.jpg;IMG_0098.CR3;raw-preview;Suítes & Quartos;Último frame da mesma sequência de quarto com cama de casal azul-petróleo, cabeceira de metal, criados-mudos brancos com abajures mostarda, quadros de destinos (Nova York, Paris, Veneza, globo 'Explore More'), arandelas acesas, cortina estampada de Londres, aquecedor preto no canto esquerdo. Composição e enquadramento idênticos aos três frames anteriores.;suite, quarto, cama-de-casal, cabeceira-metal, roupa-de-cama-azul-petroleo, almofadas-brancas, criado-mudo-branco, abajur-mostarda, quadro-decorativo, nova-york, paris, veneza, globo, cortina-londres, aquecedor-portatil, arandela, parede-verde-salvia, tema-viagem, variacao-exposicao, frame-repetido, sem-pessoas, ambiente-vazio;Suíte temática de viagem - quarto/cama de casal;cama de casal com cabeceira de metal, colcha azul-petróleo, almofadas brancas e azuis, dois criados-mudos brancos, abajures cúpula mostarda, aquecedor elétrico portátil, quadros decorativos de destinos, arandelas de parede, cortina estampada de Londres;decoração temática de viagem, toque vintage-pop, paleta verde-sálvia com azul-petróleo;luz artificial quente das arandelas e abajures, reflexos coloridos na janela ao fundo;nenhuma;site, redes sociais, material comercial, divulgação de suíte;"Frame quase idêntico a IMG_0095, IMG_0096 e IMG_0097 - final da sequência repetida da mesma composição; recomenda-se escolher apenas 1 dos 4 frames (IMG_0095 a IMG_0098) para o banco de imagens final."
lareira-canto-parede-verde-lenha-extintor-diurno.jpg;IMG_0099.CR3;raw-preview;Áreas Comuns & Lounge;Canto de ambiente interno com lareira/fogão a lenha cônico de metal, cesto de madeira com lenha ao lado, extintor de incêndio vermelho na parede, piso de madeira e parede verde-sálvia. Foto diurna, sem fogo aceso visível, ângulo mais baixo mostrando a base da lareira e corta o topo do tubo de exaustão.;lareira, fogao-a-lenha, canto, parede-verde, cesto-madeira, lenha, extintor-incendio, piso-madeira, rodape-branco, ambiente-interno, inverno, aconchego, sem-fogo-aceso, diurno, rustico, area-comum, detalhe-seguranca, enquadramento-baixo;canto de lareira / ambiente interno de estar;lareira a lenha cônica de metal, cesto/caixote de madeira com lenha, extintor de incêndio vermelho, rodapé branco, piso de madeira laminada;rústico aconchegante, tons naturais;luz natural diurna, sem luz artificial acesa;nenhuma;post sobre inverno na serra, conteúdo sobre lareira/aconchego, referência de segurança (extintor) — não usar como foco comercial;"Enquadramento mais baixo, corta o topo da lareira/tubo de exaustão; sem fogo aceso; boa nitidez, consistente com a série de lareira."
lareira-cone-metal-fogo-aceso-luminaria-parede-porta-chave.jpg;IMG_0100.CR3;raw-preview;Áreas Comuns & Lounge;Lareira cônica de metal em canto de ambiente interno, com fogo aceso visível através da grade, arandela de parede acesa com luz quente, extintor de incêndio vermelho ao lado, cesto de madeira com lenha no chão e porta com chave pendurada ao fundo. Enquadramento vertical mostrando o tubo de exaustão até o teto.;lareira, fogao-a-lenha, cone-metal, fogo-aceso, chama, arandela, luz-quente, extintor-incendio, cesto-madeira, lenha, porta, chave, vertical, tubo-exaustao, aconchego, inverno, ambiente-interno, rustico, area-comum;canto de lareira / ambiente interno de estar;lareira a lenha cônica de metal, tubo de exaustão, arandela de parede acesa, cesto de madeira com lenha, extintor de incêndio vermelho, porta com chave pendurada;rústico aconchegante, iluminação quente;luz artificial quente (arandela) combinada com fogo aceso, ambiente interno;nenhuma;post sobre aconchego/inverno na serra, storytelling de lareira acesa, capa de carrossel sobre experiência de inverno;"Fogo aceso e luz quente tornam esta a melhor opção de clima entre as variações de lareira do lote; boa nitidez."
lareira-cone-metal-fogo-aceso-vertical-proximo.jpg;IMG_0101.CR3;raw-preview;Áreas Comuns & Lounge;Mesma lareira cônica de metal em enquadramento vertical mais próximo, fogo aceso visível na grade, arandela de parede acesa ao fundo à esquerda, extintor de incêndio vermelho ao lado direito. Corta o topo do tubo de exaustão.;lareira, fogao-a-lenha, cone-metal, fogo-aceso, chama, arandela, luz-quente, extintor-incendio, vertical, closeup, aconchego, inverno, ambiente-interno, rustico, area-comum, detalhe;canto de lareira / ambiente interno de estar;lareira a lenha cônica de metal, arandela de parede acesa, extintor de incêndio vermelho, tubo de exaustão;rústico aconchegante, iluminação quente;luz artificial quente (arandela) combinada com fogo aceso;nenhuma;detalhe de fogo aceso para post de inverno, closeup de aconchego;"Enquadramento mais fechado que IMG_0100, corta o topo da lareira; variação próxima da mesma cena, redundante com IMG_0100/IMG_0102."
lareira-cone-metal-fogo-aceso-ambiente-completo-teto-moldura.jpg;IMG_0102.CR3;raw-preview;Áreas Comuns & Lounge;Lareira cônica de metal em canto de ambiente interno, enquadramento vertical completo do chão até o teto com moldura de gesso, fogo aceso na grade, arandela de parede acesa, extintor de incêndio vermelho e cesto de madeira com lenha no piso.;lareira, fogao-a-lenha, cone-metal, fogo-aceso, chama, tubo-exaustao, moldura-gesso, teto, arandela, luz-quente, extintor-incendio, cesto-madeira, lenha, vertical, plano-geral, aconchego, inverno, ambiente-interno, rustico, area-comum;canto de lareira / ambiente interno de estar;lareira a lenha cônica de metal, tubo de exaustão completo, moldura de teto em gesso, arandela de parede acesa, extintor de incêndio vermelho, cesto de madeira com lenha;rústico aconchegante, iluminação quente;luz artificial quente (arandela) combinada com fogo aceso, ambiente interno;nenhuma;post/carrossel sobre inverno e lareira, plano geral do ambiente para contexto arquitetônico;"Melhor enquadramento vertical completo entre as variações da série, mostra o ambiente do chão ao teto; fogo aceso, boa nitidez — candidata principal do grupo lareira."
varanda-suite-mesa-cadeiras-dobraveis-madeira-vista-mata.jpg;IMG_0103.CR3;raw-preview;Suítes & Quartos;Varanda coberta de suíte com mesa e duas cadeiras dobráveis de madeira clara, piso de porcelanato claro aparentemente molhado, vista para jardim e mata fechada através de cerca de tela, porta com ripas de madeira ao lado.;varanda, suite, mesa-dobravel, cadeira-dobravel, madeira-clara, porcelanato, piso-molhado, jardim, mata, vegetacao, cerca-tela, alambrado, porta-ripada, area-externa, natureza, vista-verde, dia-nublado, sem-pessoas;varanda/área externa coberta de suíte;mesa dobrável de madeira, duas cadeiras dobráveis de madeira, cerca de tela/alambrado, vegetação/mata ao fundo, porta ripada de madeira;rústico natural, contato com a natureza;luz natural diurna, dia nublado, piso molhado;nenhuma;post sobre suíte com varanda, contato com a natureza, café da manhã na varanda, área externa pet-friendly;"Piso molhado sugere chuva recente; boa profundidade de campo mostrando mata ao fundo."
banheiro-suite-bancada-marmore-preto-vaso-eucalipto-toalhas.jpg;IMG_0104.CR3;raw-preview;Suítes & Quartos;Bancada de banheiro em mármore preto com veios brancos, parede amarelo-mostarda, vaso cerâmico azul com eucalipto seco, cesta de amenities, copos e dispenser de sabonete cinza, toalha de rosto vermelha enrolada, rolos de papel higiênico na prateleira inferior e espelho refletindo área de chuveiro e roupão.;banheiro, suite, bancada-marmore-preto, marmore, parede-amarela, mostarda, vaso-ceramico-azul, eucalipto, planta-seca, cesta-amenities, copos-cinza, dispenser-sabonete, toalha-vermelha, papel-higienico, espelho, roupao, still-life, detalhe, sofisticado;banheiro de suíte;bancada de mármore preto, vaso cerâmico azul com eucalipto seco, cesta de amenities, copos e dispenser cinza, toalha vermelha enrolada, papel higiênico, espelho, roupão refletido no espelho;sofisticado aconchegante, paleta mostarda e preto;luz natural indireta, tom quente;nenhuma;post de detalhe/amenities de suíte, apresentação de banheiro completo, conteúdo sobre experiência de hospedagem;"Boa nitidez, composição tipo still life de amenities; útil para conteúdo de detalhe/atenção aos mínimos."
banheiro-suite-banheira-branca-vista-jardim-piso-marmore-preto.jpg;IMG_0105.CR3;raw-preview;Suítes & Quartos;Banheiro de suíte com banheira de imersão branca independente em frente a janela com vista para jardim e mata, cortinas brancas, piso de mármore preto, vaso sanitário branco, tapetes felpudos marrons, toalha e vela sobre bancada de mármore preto e parede de pedra ao lado.;banheiro, suite, banheira-branca, banheira-imersao, torneira-piso, vaso-sanitario, janela, vista-jardim, mata, cortina-branca, piso-marmore-preto, tapete-felpudo, toalha, vela, parede-pedra, luz-natural, spa, relax, premium, sem-pessoas;banheiro de suíte;banheira de imersão branca independente, torneira de piso, vaso sanitário branco, janela com vista para jardim, cortinas brancas, tapetes felpudos marrons, toalha enrolada, vela, parede de pedra;spa/relax, contato com a natureza;luz natural diurna abundante pela janela;nenhuma;post sobre suítes com banheira/vista, conteúdo de experiência spa/relax, destaque de suíte premium;Excelente foto para destaque de suíte, boa luz natural, sem distrações — forte candidata para site/material comercial.
banheira-suite-vista-jardim-cortina-branca-janela-vermelha.jpg;IMG_0106.CR3;raw-preview;Suítes & Quartos;Banheira de imersão branca em primeiro plano junto a janela ampla com cortinas brancas transparentes amarradas, moldura de janela em vermelho/terracota, vista para vegetação densa do jardim ao fundo. Ao lado direito, bancada de mármore preto com toalhas enroladas, vela e potes de amenities.;banheira, banheira-imersao, suite, banheiro, janela, cortina-branca, vista-jardim, vegetacao, natureza, marmore-preto, toalhas-enroladas, amenities, vela, ambiente-interno, iluminacao-natural, decoracao, hospedagem, conforto, romantico, spa;Banheiro de suíte;banheira de imersão branca, janela grande com cortina branca, moldura de janela vermelha, bancada de mármore preto, toalhas enroladas, vela, potes de amenities;rústico-chique, aconchegante;natural difusa, ambiente ligeiramente escuro;nenhuma;post redes sociais, site, material comercial de suíte, campanha de bem-estar/spa;boa nitidez, ambiente autêntico, sem pessoas, leve escurecimento nas sombras
chuveiro-suite-parede-pedra-janela-basculante-jardim.jpg;IMG_0107.CR3;raw-preview;Suítes & Quartos;Área de chuveiro com parede revestida em pedra travertino bege, ducha tipo chuva e ducha manual em metal cromado. Pequena janela basculante ao fundo com vista para deck de madeira e vegetação externa. Cortina branca transparente à esquerda e bancada de mármore preto com toalhas enroladas.;chuveiro, box, banheiro, suite, pedra-travertino, ducha-chuva, ducha-manual, janela-basculante, vista-externa, madeira, vegetacao, cortina-branca, marmore-preto, toalhas-enroladas, parede-amarela, detalhe, hospedagem, conforto, rustico;Banheiro de suíte (área de chuveiro);ducha tipo chuva, ducha manual, parede de pedra travertino, janela basculante, cortina branca, bancada de mármore preto, toalhas enroladas;rústico-chique, contemporâneo;natural suave vinda da janela, ambiente com sombra no teto;nenhuma;post redes sociais, site, material comercial de suíte;boa nitidez, sem pessoas, sombra pronunciada no teto
detalhe-amenities-toalhas-enroladas-bancada-marmore-preto.jpg;IMG_0108.CR3;raw-preview;Detalhe & Decoração;Vista de cima da bancada de mármore preto com toalhas enroladas em tons cinza e bege, vela, pote de sal de banho alaranjado e sabonete embrulhado sobre bandeja pequena. Janela com vista para gramado visível ao fundo.;detalhe, amenities, toalhas-enroladas, marmore-preto, vela, sal-de-banho, sabonete, bancada, banheiro, suite, vista-superior, cores-neutras, spa, cuidado, hospedagem, textura;Bancada de banheiro de suíte;toalhas enroladas, vela, pote de sal de banho, sabonete embalado, bandeja pequena, bancada de mármore preto;minimalista, spa;natural, contraste entre bancada iluminada e sombra ao redor;nenhuma;post de detalhe/amenities, stories, destaque de cuidado com hóspede;boa nitidez, enquadramento de detalhe em ângulo lateral alto
